sentence,label
i will never be happy again,0
others will never be good for me,0
i am going to allow supportive people into my life,1
i m so thankful and glad i ve told them,1
you just didn t make my day,0
a unusual time in which we re going to live,0
she appears to be stressed and angry,0
from now i won t find myself in peace,0
she has no idea how to make use of the numerous resources available to her and wasting her time,0
she always makes complain about me,0
i m a loner and the people around me are cold,0
she is focusing on her studies really well,1
he will never be my friend,0
these policies will kill people,0
she tries to be optimistic all of the time,1
i will never be deserving of anything,0
he knows how to handle tough situations,1
building a team is easy for me,1
i m struggling badly,0
my relationships will never work out,0
i kept thinking that suicide would be a way out whenever something bad happened,0
i will have a mental illness and i am specific,0
i m very much a take me as i am person,1
i dont like the feeling of knowing i upset someone,1
i will never be able to save up money for my father s operation with this salary,0
this is how detached i am to myself,0
he never involve in any task,0
i will be struggling,0
she has the best style in the town,1
when i requested mental health assistance i did not receive any assistance,0
i am going to change my life for the better because only i have the power to do it,1
i love people and look forward to help them,1
my life is just beginning,1
she speaks very blunt,0
she writes a really nice e mail to her best friend,1
over the past month or so i ve felt a lot better than i have for a longtime,1
i often feel i am being judged,0
he was rude as a guide,0
i will fail again,0
he s a ruthless manager,0
she isn t one of the most successful person i ve ever met,0
i will never get it right,0
he frequently makes rash decisions,0
my parents will help me get through this,1
he patiently and discreetly never revealed what i have been going through,0
he will find me attractive when i show some confidence in myself,1
she sent extra vagent gifts to her daughter,1
i will never be any different,0
i struggle to go out meet new people and subsequently form friendships with people,0
i know i can master anything if i practice it continually,1
she is a depressed person,0
you are acting in an immoral manner,0
i felt overwhelmed weak powerless,0
he always takes blame of mine,1
she is not well organised,0
i am still fighting,0
i have found things in my life to help calm obsessive thoughts,1
i was left feeling lifeless,0
i will never be able to stand him,0
i can t turn out to feel happy on stage because i m on red velvet,0
i am lost and also tired but i don t say this,0
with my luck i will never have a chance with him,0
i will be blessed with amazing friends and family if i stay positive,1
her boyfriend is very caring,1
i am stable and calm and most importantly of all i have got better,1
i m so kiding,1
never could have imagined being so open when i was younger and overcoming the shame associated with this behaviour has been liberating,1
i m still afraid when he s driving,0
he is very loyal towards his responsibilities,1
i won t let anyone control my life,1
he s incapable of mature debate,0
she talks in a polite manner,1
he will help me stay happy and healthy till i get through this bad phase,1
my marriage will be stronger when i work on myself,1
i am going to be free like the sky,1
i have tried to starve myself to make it all stop,0
you and your friends are not helpful to me,0
i will stand up for what i believe in,1
i always recognize his troubling behaviour,0
i can t deal with work,0
what i didn t realise was that i was suffering in silence,0
i am overly ambitious and want to be successful,1
he will do better off without me in his life,0
i am very fortunate,1
i am going to be blessed beyond measures,1
it s not important to talk to everyone to find out what they re thinking and their attitudes,0
i d start thinking of ending my life over the silliest things,0
someone will always beat me to it,0
he lacks the ability to handle situations with care,0
