sentence,label
i was living in a nightmare a vicious circle,0
no matter how hard it is i will do it,3
i am honest i tell the truth,1
i am going to radiate positive vibes,3
they won t be so disappointed,3
that school children are intelligent,5
i won t love being me,2
i will be whole again,3
he makes places untidy,4
i will find a way to fix things with my parents,3
i will not turn into an action taker,2
she is terrified of learning new things,4
i can handle,1
suddenly i lacked the enthusiasm i once had,0
i found it embarrassing to be honest about the true nature of my illness,0
i will stop spending money unnecessarily and save for my future,3
i couldn t cope,0
he has increased the amount of tension in my life,4
i started to believe that this was all my fault,0
i will be affectionate,3
i am a stubborn person i knew my signs of relapse and i knew what i needed to do,1
during my difficult times my teacher never made me feel so safe,4
i am one of the lucky ones,1
he was more fun being quiet,5
i will be afraid of obstacles,2
i deserve to be loved,1
he follows bad things,4
people will never treat me better,2
i made an embarrassment of myself whenever i went out in public,0
i feel i can relax at the sea,1
my friends never stood by my side when i needed them the most,4
he will always be perfect in my eyes,3
i would make unhealthy decisions,2
wealth is going to be a natural part of my life,3
his father s health is now stable,5
my boss has always underestimated me,4
from now i am going to be ignored,2
what i currently do is serving towards my higher purpose in the future,3
i will forgive him for his mistakes,3
i will be kind to everyone,3
you re not a great example to others,4
many people out there do not understand the pain one is experiencing,4
i will always like to be calm and relaxed,3
you don t have the best laugh,4
i just didn t feel strong any more,0
i am a loving person,1
i will be really very lost,2
i am going to appreciate what i have in life in the future,3
she made cookies with love,5
she will never be able to stand this,2
i am not smart compared to others,0
he always try to be optimistic,5
i want my peace,1
i am thankful for my life and i am looking forward to my future,3
my friends ruined my life,4
i wake up with the dark sadness and suicidal thoughts,0
she loves eating chocolate,5
they don t seem to be in good condition today,4
i m in awe of what my body is capable of,1
i am brimming with energy and joy today,1
they will always be ashamed of who i am,2
i feel marvelous darling simply marvelous,1
he is extremely helpful,5
i won t be loved again,2
he is not an awesome doctor,4
depression and anxiety is a part of my life,0
i couldn t breathe properly and felt an overwhelming sense of fear but of what i didn t know,0
i wasn t the lady for him,0
he is a big obstacle,4
it was nice seeing alex like this,5
during my trials you were not very helpful,4
i feel like a proud mom,1
i felt it was a sign of weakness,0
you don t smell really good,4
his speech inspired everyone because they are both true to each other,5
my thoughts are going to matter,3
i couldn t speak and i started to cry although it was more like wailing as i remember it,0
depression crept up slowly and completely wiped me out,0
i won t think anyone would take me seriously,2
i think there s no way it will work,0
i will never be rich,2
i am okay as i am i accept and love myself,1
she welcomes everybody with a heartfelt greeting,5
i am going to start painting because it brings me peace,3
i created my own imposter syndrome surrounding mental health making myself believe that i was faking my own depression and anxiety disorder,0
every day will be great from now on,3
i ve worked in many areas of the entertainment industry for the last years,1
