tweet,hate_speech,offensive_language,neither
yea that always looks nice all the monkey faced women a see around santa monica looks better than natural beauty do notbedumb,0,1,0
bet that some good pussy,0,1,0
do not feel like reading right now i wanna give a sexy coolie girl some lyrics via text message,0,0,1
why you wanna gimme a baby you look coolie it might could work lol,0,0,1
i am the trash,0,0,1
you are dismissed bitch not in the mood for fucktards this morning blocked,0,1,0
the cop was bitch slapped by this wanna b st thug and he got what tm got dead see you do not slap cops they r law,0,1,0
i hate that nigger,1,0,0
those niggers disgust me they should have dealt with years ago we would not be having these problems now,1,0,0
bitch would rather fuck a poster damn thats cold,0,1,0
ali is a hoe for that,0,1,0
lol that hoe did numbers,0,1,0
right come then what wait another months naaww i could be pimpin these hoes lol,0,1,0
congrats amos,0,0,1
this is retarded,1,0,0
stfu she thinks your ugly and hard to look at get the fuck out of chat faggot before i block you oct,0,1,0
cannot wait for more peds is that it roid munching faggot,1,0,0
prego bitch,0,1,0
shut the fuck up hoe ass bitch fuck squirtin ass cunt hoe,0,1,0
smd bitch,0,1,0
homo ass crackers,1,0,0
i would but i got dat new monopoly wit da cards ill hold it up n see if a hoe will let a nigga swipe on credit,0,1,0
that is a nice color combo too love the blue and yellow,0,0,1
cry baby bitch,0,1,0
the distant chugs at the end of dried up remain to be some of the most perfectly heavy guitars ever recorded,0,0,1
i didnt call you a bitch i just saidd bitch jeesh,0,1,0
for some spook shit,0,1,0
is not nobody offending u fuckin peckerwoods i despise of a no good white ungrateful honkey,0,1,0
genius the politically correct term would be intellectually disabled it is highly offensive to use the word retarded,0,0,1
fight me on ur choice of game faggot see what happens,1,0,0
lmao the side ho gets all the real action anyways,0,1,0
she was the principle for a ghetto elementary school i doubt it but fingers crossed,0,1,0
they are wrong you are a nigger always causung mischief among ur own people,1,0,0
lucky monkey,0,0,1
would this faggot survive in tj,0,1,0
you be totally correct anthony can t be livin round dem colored folk day be bringin down da hood and dem propery value,1,0,0
hey antony you speaks colored good,0,0,1
enjoy it i am happy for you but i hate the yankees and yes the sox did choke,0,0,1
just do not bitch when your power goes out like last time,0,1,0
pussy,0,1,0
bitch foh,0,1,0
the you re going kill crackers their babies new black panthers credibilityshot fergusonriot,1,0,0
well you got to see pom pom pete,0,0,1
what smdh another bitch,0,1,0
fuck u ugly ass bitch,0,1,0
nah u just a fag,0,1,0
who invited this fag,0,1,0
i have class nig,0,1,0
guys not supposed to get their ass sucked queer,1,0,0
everybody mocks obama hes an embarrassment to the usa,0,0,1
yeah these bitches aint shit tho,0,1,0
bitch see you then then bitch and good luck to you,0,1,0
bitch you up and joined the fucking army and those of us around this bitch was like where the fuck rob go to the fuckin army,0,1,0
lol na bitches like crazy if the d good,0,1,0
this bitch,0,1,0
cut a bitch,0,1,0
wheres my bitch wit my sammich then,0,1,0
bitch i got the flamee,0,1,0
until the world sees faggot jungle bunnies are fucking and one got pregnant,0,1,0
and on that note i am out dis bitch,0,1,0
bitches do not know if they wanna play basketball or look sexy bro,0,1,0
bro you know i cannot not comment on stupid shit like that bitch instagram a heart attack on a plate,0,1,0
welcome to the movement anyone who gets even minor publicity is a queer fed or jew well according to the internet,1,0,0
bruh bruh that bitch is not loyal,0,1,0
hoes,0,1,0
wtf i dmd you bitch,0,1,0
jeff luhnow is to blame for the astros not blowing out the red sox and yankees hc,0,0,1
nah im forreal both of yall pussies smell like some dried up crusty fish guts,0,1,0
nah that bitch stank,0,1,0
ape fuck u broke ass racist,1,0,0
fuck u bitch,0,1,0
these hoes is not loyal,0,1,0
it is a mutation genealogy is convoluted basically the zebra gene currieries are slaughtered extinction,0,0,1
either way both schools are trash,0,0,1
pussy ass schedule,0,1,0
i do not like talking to you faggot and i did but in a nicely way fag,1,0,0
answer my snapchat faggot butthurt,1,0,0
go to sleep faggot,0,1,0
your the one keeping me up faggot,0,1,0
i can not wait to see this fucking cunt her ass is mine,0,1,0
johnny football is trash man trash lol,0,0,1
i miss you eating as we speak i miss you red bone and that cooking,0,0,1
bitch add me,0,1,0
i could have died i called my mom a bitch lmao,0,1,0
bruh did go out like a bitch thoe lol that should not be his final match,0,1,0
lmao omm you see the bitch tryna act like she is not feel it ahaha,0,1,0
lol his matches from the early is when he was ic champion the bitches really would go ham,0,1,0
so ppl are pissed off basically saying if we have to suffer you will too tourching tht bitch,0,1,0
you are our bitch though,0,1,0
just come stop in this bitch cause im bout to get off,0,1,0
niggas be on pussy shit,0,1,0
cause you are a sexy bitch,0,1,0
do i literally eat asshole for a living is that what i actually do faggot you seem a little confused,1,0,0
bitch where you been,0,1,0
no i bitch and moan not tears,0,1,0
oh so that is the bald bitch,0,1,0
if u cant talk without talking about ur cunt mama im thru talking,0,1,0
so ur faggot teammate hits someone late like that and u say he is yapping and yelling u guys def in the room,1,0,0
man shut yo bord ass up want some hoes cdfu stay fuckjng wid me on here mann,0,1,0
he is fucking trash,0,1,0
lmfaoo that is some fag shit man,0,1,0
me too d dick and pussy is too precious to give up and be ruined by some bullshit that was done to me,0,1,0
finger my throbbing pussy slowly as i cum on ur face,0,1,0
this account is so incredibly retarded,0,1,0
time for ranger scouts to head out and watch some yankee prospects rangers,0,0,1
yours a dyke,0,1,0
bishh waasup where this bitch up,0,1,0
good dnt be a sucker for these sad mad bitches,0,1,0
just followed me on vice lord dats rns i been listening to this nigga since magic almighty on you hoes,0,1,0
got all the hoes,0,1,0
that is meant toward my dads gf shes a bitch dude,0,1,0
quit bein a little bitch b,0,1,0
hoes twerking heavy to that,0,1,0
for two year old oreos,0,0,1
fuck no my school boring and ghetto,0,1,0
i put this bitch to shame,0,1,0
bitch what,0,1,0
hoe bros smh,0,1,0
i am otp bitch hold on,0,1,0
get this nigguh of this streets,0,1,0
grindin cuzz thats all shit dont stop wats good witcha thou bitch you been mia too,0,1,0
you already know ima keep it trilla happy bday lha bitch i love yu nigga,0,1,0
right in the pussy,0,1,0
send them damn beaners back where they belong n the us aint it,1,0,0
omfg you elitist bitch no one cares what you think go fuck yourselves are you in china anyway,0,1,0
biden was a winner last night yea right like charlie sheen really was a a winner too winning lol,0,0,1
glad you brought that kid home but he fucked up and should face the ucmj do not care about taliban pussies really,0,1,0
l voted and supported u and u pulled the rug out from under us a nation and worse cuz were not in your circle were trash,0,0,1
make weed legal you pussy you know you smoke that shit,0,1,0
wow and there are white people and there are crackers guess which one u are,0,1,0
a moment of silence for the bitch who changes her name everyday,0,1,0
cracker jack shut the fuck up,1,0,0
am not gonna shut shit up bitch but u can get yo punk ass out there hoe ass nigga,0,1,0
oh really and that is word where u be at then i wanna see what bout then i do not wanna hear what u gonna do i want see it bitch,0,1,0
u lame then a bitch get the fuck with that gay shit,0,1,0
wigga wigga wigga wigga wigga,0,1,0
dear daily mail you misogynist pile of twats,0,1,0
salon is is chuck full of butthurt liberal retards,0,1,0
nigga said i woke up in a bed fulla bitches that i is not een fuckin but idc his shit bout to be harder,0,1,0
my grandpa has better comebacks and he is dead you faggot go outside and let go of your little ass dick for a minute,0,1,0
whoever made this twitter doesnt like the lakers they r making a comeback but this accnt still continues to trash talk em,0,0,1
dumb bitch stfu,0,1,0
im tokyo but i get higher than a jet killing these dog ass hoes had to send em to the vet produced by,0,1,0
and just what is that bitch gonna do for women,0,1,0
i am one proud hillbilly,0,0,1
obama is bitch,0,1,0
nigger lol thts offensive lol and my xmas was iite had a couple of drinks so i was fine ninja xmas lol,0,1,0
cat gonna scratch all up on dat colored boy and he gonna end up in da chow mein,0,0,1
alas i am proficient in neither my skills are limited to pointless stat memorization trash talk,0,0,1
do this nigga think he mick foley,0,1,0
i just do not want one these new bitches that morphed in to a super playa because she see how the world is,0,1,0
boats and hoes,0,1,0
well looks like i will be buying you two a big bitch box of busch na,0,1,0
niggah follow me back,0,1,0
lmfaoo yu stupid lha bitch i been knowing you for about you never had a hoe ever,0,1,0
not to yall thou yall fucking glad bag trash,0,1,0
tell that boy he a hoe i just called him,0,1,0
yall fucking trash boyy gladbagflow,0,1,0
bitch my mom did not call you,0,1,0
lmfaoo oh well fuck that bitch,0,1,0
she is just another straight up conscienceless liar soulless criminal trash,0,0,1
you would like that would not you fag,1,0,0
my bitch bruhh,0,1,0
he looks like a fag and his time line is boring zz,1,0,0
deserved victory awaits your orange army was no disgrace collegehoops ill be back next time hoosiers,0,0,1
too bad hes a faggot,0,1,0
you far asf too nigguh,0,1,0
bruh that will not happen cuz i can see that big bitch or it before it strikes,0,1,0
did you get your volcano yet faggot,0,1,0
she prolly got some bomb pussy too lol i hope haha,0,1,0
bitch,0,1,0
happy birthday you dirty little bird tear it up,0,0,1
she gone eat that bitch,0,1,0
i bet he would have gone ape shit and killed them all if they attacked muslims,0,1,0
what the holy fucking hell is going on at the epa those over zealous cunts i cannot wait for,0,1,0
or as i like to put it looking through race colored glasses,0,0,1
