fragmento,genero,emocion
Duele más saber que mis acciones,Banda,N
Fueron decepciones y no un simple enojo,Banda,N
Las heridas que te hice,Banda,N
Nunca te abrieron la piel,Banda,N
Pero te abrieron los ojos,Banda,S
Y ahora me toca aceptarlo,Banda,N
Aunque me cueste tanto hacerlo,Banda,P
"Que ya no somos, ni seremos",Banda,N
Te presumo,Banda,P
Porque un verdadero amor nunca se esconde,Banda,P
Porque es un gran orgullo ser tu hombre,Banda,P
Te presumo,Banda,P
Porque eres para mí un gran tesoro,Banda,P
Y quiero estar junto a ti de cualquier modo,Banda,P
Te presumo,Banda,P
Porque eres para mí toda una reina,Banda,P
Me fascina el saber,Banda,P
Que tú me quieres y deseas,Banda,P
Te presumo,Banda,P
Como un loco te menciono todo el día,Banda,P
Te presumo,Banda,P
Para que el mundo sepa que eres mía,Banda,P
Te presumo,Banda,P
Porque la verdad pareces muñequita,Banda,P
Andes como andes nada te lo quita,Banda,P
Y me siento poderoso como,Banda,P
ningún otro humano,Banda,S
Cada vez que yo te tomo de la mano,Banda,S
te presumo,Banda,P
porque eres para mi toda una reina,Banda,P
Me fascina el saber,Banda,P
Que tu me quieres y deseas,Banda,P
Te presumo,Banda,P
Como un loco te menciono todo el día,Banda,P
Te presumo,Banda,P
Para que el mundo sepa que eres mía,Banda,P
"En definitiva, esto es definitivo",Banda,S
Y es que nuestro adiós ya tiene nombre y apellido,Banda,N
"Fue lindo mientras fue, pero, ya no se debe,",Banda,N
"Que, porque de poder",Banda,S
Seguro que se puede,Banda,P
En definitivamente y definitivamente,Banda,S
"Voy a extrañar tus besos y tu forma diferente de hacerme el amor,",Banda,N
De tu figura exacta,Banda,S
Porque lo que me hacías tú,Banda,S
A ella aún le falta.,Banda,N
Si todo tiene un por qué,Banda,S
"¿Por qué nosotros?, no encuentro respuesta",Banda,N
"Y asimilar, que llegamos tarde",Banda,N
"¡Caray, cómo me cuesta!",Banda,N
"Y, si todo tiene un final",Banda,S
¿Por qué este tiene que ser tan duro?,Banda,N
¿Quién inventó las reglas? caray!,Banda,S
"Si nos conociera las cambiaría, te lo aseguro",Banda,P
Y el ruido del adiós,Banda,N
Lo prefiero en silencio,Banda,S
Y si todavía tengo opción,Banda,N
Aún no lo des por hecho,Banda,N
Si todo tiene un por qué,Banda,S
"¿Por qué nosotros?, no encuentro respuesta",Banda,N
"Y asimilar, que llegamos tarde",Banda,N
"¡Caray, cómo me cuesta!",Banda,N
"Y, si todo tiene un final",Banda,S
"¿Por qué este, tiene que ser tan duro?",Banda,N
¿Quién inventó las reglas?,Banda,S
"Si nos conociera, las cambiaría te lo aseguro",Banda,N
El ruido del adiós,Banda,N
El alma me taladra,Banda,N
"Tú tienes algo que, yo no",Banda,N
La última palabra.,Banda,S
Te abrazo despacito y te digo al oído,Banda,P
Que muero por besarte y amanecer contigo,Banda,P
"Conoces mis miradas, tu sabes lo que pido",Banda,P
"Cuando me pongo intenso, romántico, atrevido",Banda,P
Espera esa sonrisa porque así se te nota,Banda,P
Te brillan los ojitos y te muerdes la boca,Banda,P
Y eso es lo que mas me provoca,Banda,P
Y Entre Beso Y Beso,Banda,P
Decirte que te amo,Banda,P
Y que tu me pidas que me calle con tu mano,Banda,N
Que guarde silencio,Banda,S
Que te desconcentro,Banda,N
No puedo sacar de mi cabeza ese momento,Banda,S
Y Entre Beso Y Beso,Banda,P
Suave y despacito,Banda,P
Tu me pides mas velocidad otro poquito,Banda,P
Y eso a mi me gusta es lo que me enciende,Banda,P
Por eso me encantas porque siempre me sorprendes,Banda,P
Anda ya no tardes tanto,Banda,S
Porque ya me urge tenerte,Banda,P
Y Entre Beso Y Beso,Banda,P
Decirte que te amo,Banda,P
Y que tu me pidas que me calle con tu mano,Banda,N
Que guarde silencio,Banda,S
Que te desconcentro,Banda,N
No puedo sacar de mi cabeza ese momento,Banda,P
Tu mirada de ángel arañando el cielo,Banda,P
Y Entre Beso Y Beso,Banda,P
Suave y despacito,Banda,P
Tu me pides mas velocidad otro poquito,Banda,P
Y eso a mi me gusta es lo que me enciende,Banda,P
Por eso me encantas porque siempre me sorprendes,Banda,P
Anda ya no tardes tanto,Banda,S
Porque ya me urge tenerte,Banda,P
Y Entre Beso Y Beso,Banda,P
Decirte que te amo,Banda,P
Y que tu me pidas que me calle con tu mano,Banda,N
Que guarde silencio,Banda,S
Que te desconcentro,Banda,N
No puedo sacar de mi cabeza ese momento,Banda,P
Tu mirada de ángel arañando el cielo,Banda,P
Y Entre Beso Y Beso,Banda,P
Suave y despacito,Banda,P
Tu me pides mas velocidad otro poquito,Banda,P
Y eso a mi me gusta es lo que me enciende,Banda,P
Por eso me encantas porque siempre me sorprendes,Banda,P
Anda ya no tardes tanto,Banda,S
Porque ya me urge tenerte,Banda,S
Miren quien llego,Banda,S
Ya esta aquí,Banda,S
La quebradora,Banda,S
Tiene un cuerpo,Banda,S
Muy sencual,Banda,P
Es buena para bailar,Banda,P
La gente no la deja,Banda,S
De admirar,Banda,P
La quebradora,Banda,S
Tiene un cuerpo,Banda,S
Muy sencual,Banda,P
La quebradora,Banda,S
Es buena para bailar,Banda,P
La quebradora,Banda,S
La banda le gusta mas,Banda,P
La quebradora,Banda,S
No la dejan de admirar,Banda,P
Muevete mami... Asii,Banda,P
Mirenla bailar,Banda,P
Gozando esta,Banda,P
La quebradoraa,Banda,S
La banda le gusta mas,Banda,P
Cuando se pone a bailar,Banda,S
La gente no la,Banda,S
Deja de admirar,Banda,P
La quebradora,Banda,S
Es buena para bailar,Banda,P
La quebradora,Banda,S
La banda le gusta mas,Banda,P
La quebradora,Banda,S
Tiene un cuerpo,Banda,S
Muy sensual,Banda,P
La quebradora,Banda,S
No la dejan de admirar,Banda,P
Mirenla bailar,Banda,P
Gozando esta,Banda,P
La quebradoraa,Banda,S
La banda le gusta mas,Banda,P
Cuando se pone a bailar,Banda,S
La gente no la,Banda,S
Deja de admirar,Banda,P
La quebradora,Banda,S
La banda le gusta mas,Banda,P
La quebradora,Banda,S
Es buena para bailar,Banda,P
La quebradora,Banda,S
No la deja de admirar,Banda,P
La quebradora tiene,Banda,S
Un cuerpo muy sensual,Banda,P
La quebradora,Banda,S
Se para mazatlan,Banda,S
La quebradora,Banda,S
A california se va,Banda,S
La quebradora,Banda,S
Rumbo a guadalajara esta,Banda,S
Me dices que te vas porque ya no soportas tu amarga soledad,Banda,N
Que ya no soy romántico como cuando te empecé a conquistar,Banda,N
Que me olvidé de los pequeños detalles que te hacían vibrar,Banda,N
Que me rodea una armadura de acero difícil de penetrar,Banda,S
"Sé que es verdad todo lo que estás diciendo, no lo puedo negar",Banda,N
Y me lastima en lo profundo del alma que quieres terminar,Banda,N
Mi mente loca al sentirte segura no supo valorar,Banda,N
"Todo el amor que tú me dabas, me arrepiento, creo que voy a llorar",Banda,N
Y la verdad es que no soy tan fuerte como lo esperaba,Banda,N
"Mi voz se quiebra, estoy temblando de miedo, pues sin ti no soy nada",Banda,N
"Sí tú te vas a quedaré muerto en vida, mi mundo se acabará",Banda,N
"Será imposible para mí existir sin tu amor, sin tu cara",Banda,N
Y arrepentido de todos mis errores te suplico por favor,Banda,N
Que no me odies y que no me abandones porque fuerte no soy,Banda,N
Y la verdad es que no soy tan fuerte como lo esperaba,Banda,N
"Mi voz se quiebra, estoy temblando de miedo, pues sin ti no soy nada",Banda,N
"Sí tú te vas a quedaré muerto en vida, mi mundo se acabará",Banda,N
"Será imposible para mí existir sin tu amor, sin tu cara",Banda,N
Y arrepentido de todos mis errores te suplico por favor,Banda,N
Que no me odies y que no me abandones porque fuerte no soy,Banda,N
Que no me odies y que no me abandones porque fuerte no soy,Banda,N
"Debes buscarte un nuevo amor, que no guarde sus problemas",Banda,N
Que no sea como yo a la hora de la cena,Banda,S
"Que cuando muera de celos, jamás te diga nada",Banda,N
"Que no tenga como yo, tantas heridas en el alma",Banda,N
"Debes buscarte un nuevo amor, que sea todo un caballero",Banda,P
Que tenga una profesión sin problemas de dinero,Banda,P
"Sea amigo de tus amigos, simpatice con tus padres",Banda,P
"Y que nunca hable de más, que no pueda lastimarte",Banda,P
"Pero, vida",Banda,S
Me conoces desde siempre,Banda,S
Y ahora tengo que decir,Banda,S
Siempre digo lo que siento,Banda,P
Que no vas a encontrar nunca,Banda,N
Con quién mirar las estrellas,Banda,S
Alguien que pueda bajarte,Banda,S
Con un beso una de ellas,Banda,N
Alguien que te haga sentir,Banda,S
Tocar el cielo con las manos,Banda,P
Alguien que te haga volar como yo,Banda,P
No vas a encontrarlo,Banda,N
Que no vas a encontrar nunca,Banda,N
A alguien que te ame de veras,Banda,P
Alguien que te haga llorar,Banda,N
"De tanto amar, de tantos besos",Banda,P
Alguien con quién caminar,Banda,P
Como dos locos de la mano,Banda,P
Alguien que te haga vibrar como yo,Banda,P
No vas a encontrarlo,Banda,N
Pero la realidad,Banda,S
Es que no hay nadie como yo,Banda,P
No hay nadie,Banda,S
"Tal vez, Román, no más",Banda,S
Que no vas a encontrar nunca,Banda,N
Con quién mirar las estrellas,Banda,S
Alguien que pueda bajarte,Banda,S
Con un beso una de ellas,Banda,P
Alguien que te haga sentir,Banda,S
Tocar el cielo con las manos,Banda,P
Alguien que te haga volar como yo,Banda,P
No vas a encontrarlo,Banda,N
Que no vas a encontrar nunca,Banda,N
A alguien que te ame de veras,Banda,P
Alguien que te haga llorar,Banda,N
"De tanto amar, de tantos besos",Banda,P
Alguien con quién caminar,Banda,S
Como dos locos de la mano,Banda,P
Alguien que te haga vibrar como yo,Banda,P
No vas a encontrarlo,Banda,N
"Debes buscarte un nuevo amor, que no guarde sus problemas",Banda,N
Que no sea como yo a la hora de la cena,Banda,N
"Que cuando muera de celos, jamás te diga nada",Banda,N
"Que no tenga como yo, tantas heridas en el alma",Banda,N
¿Que por qué me enamoré de ti?,Banda,P
Qué pregunta tan sencilla para responderse,Banda,P
¿Que por qué me enamoré de ti?,Banda,P
Qué pregunta tan sencilla para responderse,Banda,P
Mis ojos van a contestar por mí,Banda,P
El amor en la mirada no puede esconderse,Banda,P
Tienes razón,Banda,S
Mi corazón ahora ya tiene dueña,Banda,P
"Tú no eres mi opción, eres mi prioridad",Banda,P
Contigo quiero estar mil años más,Banda,P
Déjame ser,Banda,S
Ese pañuelo que seque tus lágrimas cuando estés triste,Banda,P
Y compartir tu alegría y también tus momentos felices,Banda,P
"Quiero que duermas en mi cama, me digas que me amas",Banda,P
Haciéndolo una y otra vez,Banda,P
Déjame ser,Banda,S
Tu compañero en este largo viaje que se llama vida,Banda,P
Quiero saber qué se siente llegar juntos hasta la orilla,Banda,P
"Que este amor nunca se termine, que siempre se cultive",Banda,P
Con muchos besos y caricias,Banda,P
Y demostrarte con hechos,Banda,P
Que eres el amor de mi vida,Banda,P
Adictiva,Banda,P
Déjame ser,Banda,S
Ese pañuelo que seque tus lágrimas cuando estés triste,Banda,P
Y compartir tu alegría y también tus momentos felices,Banda,P
"Quiero que duermas en mi cama, me digas que me amas",Banda,P
Haciéndolo una y otra vez,Banda,P
Déjame ser,Banda,S
Tu compañero en este largo viaje que se llama vida,Banda,P
Quiero saber qué se siente llegar juntos hasta la orilla,Banda,P
"Que este amor nunca se termine, que siempre se cultive",Banda,P
Con muchos besos y caricias,Banda,P
Y demostrarte con hechos,Banda,P
Que eres el amor de mi vida,Banda,P
Yo no quisiera hablar de despedida,Banda,N
"Me duele mucho, me parte el alma",Banda,N
Pero que puedo hacer,Banda,N
Ahora recojo mi arrastrado orgullo,Banda,N
Hoy me marcho de ti,Banda,N
No lo vas a creer,Banda,S
Yo no quisiera provocarte pena,Banda,N
Pues se de sobra que tu alma es buena,Banda,P
Por no verme llorar,Banda,N
Podias quedarte sin abrir las alas,Banda,N
Y en tus alas se ve que ahora quieres volar,Banda,P
Y aqui se termina,Banda,N
Aqui se termina este amor limosnero,Banda,N
"Me voy de tu vida, porque te quiero",Banda,N
"Te doy la libertad, de que vueles en voz",Banda,P
De tu felicidad,Banda,P
Yo no quisiera provocarte pena,Banda,N
Pues se de sobra que tu alma es buena,Banda,P
Por no verme llorar,Banda,N
Podias quedarte sin abrir las alas,Banda,N
Y en tus alas se ve que ahora quieres volar,Banda,P
Y aqui se termina,Banda,N
Aqui se termina este amor limosnero,Banda,N
"Me voy de tu vida, porque te quiero",Banda,N
"Te doy la libertad, de que vueles en voz",Banda,P
De tu felicidad,Banda,P
Aqui se termina,Banda,N
Aqui se termina este amor limosnero,Banda,N
"Me voy de tu vida, porque te quiero",Banda,N
"Te doy la libertad, de que vueles en voz",Banda,P
de tu felicidad,Banda,P
Fuimos eso que nunca se cuenta,Banda,S
Eso que nunca se admite,Banda,N
Pero que nunca se olvida,Banda,P
Y es que todo era perfecto entre nosotros,Banda,N
Pero se nos acabará arreglar,Banda,P
Lo que no estaba roto,Banda,N
Fuimos eso que nunca se cuenta,Banda,S
Eso que nunca se admite,Banda,N
Pero que jamás se olvida,Banda,P
Fuimos tal vez hasta demasiado,Banda,N
Pero ni así me alcanzó,Banda,N
Para tenerte a mi lado,Banda,S
Fuimos algo más que un simple antojo,Banda,P
Pero el amor es raro,Banda,S
"Un poco, incierto y orgulloso",Banda,S
Fuimos eso que ni nombre tiene,Banda,N
Solamente dos amigos,Banda,S
Que jugaron a quererse,Banda,N
Lo tuvimos todo cuando fuimos nada,Banda,N
Y aunque nunca lo gritamos,Banda,N
El amor se nos notaba,Banda,P
Pero debería intentarlo,Banda,S
Nos moríamos porque el mundo,Banda,N
De lo nuestro se enterara,Banda,P
Lo tuvimos todo cuando fuimos nada,Banda,N
Pero por querer ser todo,Banda,S
Se nos escapó la magia,Banda,N
Lo tuvimos todo cuando fuimos nada,Banda,N
Y aunque nunca lo gritamos,Banda,N
El amor se nos notaba,Banda,P
Pero intentarlo,Banda,S
Nos moríamos porque el mundo,Banda,N
De lo nuestro se enterara,Banda,P
Lo tuvimos todo cuando fuimos nada,Banda,P
Pero por querer ser todo,Banda,S
Se nos escapó la magia,Banda,N
Lo tuvimos todo cuando fuimos nada,Banda,N
Pero por querer ser todo,Banda,S
Ahora ya no somos nada,Banda,N
El amor nos vuelve mensos,Banda,N
Entre amor mas celos,Banda,N
Y entre mas celos mas llanto,Banda,N
Sufriendo por amar tanto,Banda,N
Luchando por controlarme,Banda,N
Las dudas querian matarme,Banda,N
Mi enemigo era el amor,Banda,N
Perdia su amor por sonzo,Banda,N
Por reclamarle a lo tonto,Banda,N
Y tambien equivocarme,Banda,N
Le dije tantas tonteras,Banda,N
Dude d mi compañera,Banda,N
No me fui aunque me corrieran,Banda,N
Mi enemigo era el amor,Banda,N
Y por amor,Banda,S
Le llore como a un chiquillo,Banda,N
Para pedirle perdon,Banda,P
Su corazon,Banda,S
Lastimado y ofendido,Banda,N
Me negaba su cariño,Banda,N
Ah dios mio! q dolor,Banda,N
Se regreso,Banda,S
Y con el llanto en los ojos,Banda,N
Me abrazo y me dijo amor,Banda,P
Juro ante Dios,Banda,P
Mi universo y mi destino,Banda,P
Es tu amor y tu cariño,Banda,P
Ya razona por favor,Banda,P
Y por amor,Banda,S
Le llore como a un chiqulllo para pedirle perdon,Banda,N
Su corazon,Banda,S
Lastimado y ofendido,Banda,N
Me negaba su cariño,Banda,N
Ah dios mio! q dolor,Banda,N
"Se regreso, y con el llanto en los ojos",Banda,N
Me abrazo y me dijo amor,Banda,P
Juro antes dios,Banda,P
Mi universo y mi destino es tu amor,Banda,P
Y tu cariño ya razona por favor,Banda,P
De verás que Dios no se midió ésta vez,Banda,N
"Contigo exageró, eres más que bonita",Banda,P
Daría lo que fuera por amanecer,Banda,P
A tu lado y besar esa linda sonrisa,Banda,P
De verás que Dios no se midió ésta vez,Banda,N
"Contigo exageró, eres más que bonita",Banda,P
Daría lo que fuera por amanecer,Banda,P
A tu lado y besar esa linda sonrisa,Banda,P
Bastó con recorrer las curvas de tus labios,Banda,P
Y arder con la pasion más de 40 grados,Banda,P
Para que te volvieras más que indispensable,Banda,P
Porque te necesito más que al mismo aire,Banda,P
Eres más que perfecta en todos los sentidos,Banda,P
Después de estar contigo ahora me siento vivo,Banda,P
Y estoy seguro que somos almas gemelas,Banda,P
Si me dices que sí sé que valdrá la pena,Banda,P
Porque sabes que te adoro,Banda,P
Y estoy dispuesto a todo...,Banda,P
Cerremos nuestra historia con broche de oro,Banda,P
"(Y te mereces algo muy especial, chiquitita)",Banda,P
(Y es La Trakalosa de Monterrey),Banda,S
No sé lo que me hiciste pero me fascinas,Banda,P
"Me gustas demasiado, no puedo evitarlo",Banda,P
Dentro del corazón te llevo todo el día,Banda,P
A donde sea que voy te siento aquí a mi lado,Banda,P
Bastó con recorrer las curvas de tus labios,Banda,P
Y arder con la pasion más de 40 grados,Banda,P
Para que te volvieras más que indispensable,Banda,P
Porque te necesito más que al mismo aire,Banda,P
Eres más que perfecta en todos los sentidos,Banda,P
Después de estar contigo ahora me siento vivo,Banda,P
Y estoy seguro que somos almas gemelas,Banda,P
Si me dices que sí sé que valdrá la pena,Banda,P
Porque sabes que te adoro,Banda,P
Y estoy dispuesto a todo...,Banda,P
Cerremos nuestra historia con broche de oro,Banda,P
Porque sabes que te adoro,Banda,P
Y estoy dispuesto a todo...,Banda,P
Cerremos nuestra historia...,Banda,N
Con broche de oro,Banda,P
"Me voy, pero me llevo todo lo que te ofrecí",Banda,N
Si un día dije que te amaba,Banda,P
No lo vuelvo a repetir,Banda,N
Las horas en la madrugada,Banda,S
Cuando no podías dormir,Banda,N
¿Quién era el que te acompañaba,Banda,S
El que estuvo siempre ahí?,Banda,P
Si me lo hubieras pedido,Banda,N
Te juro que yo hubiera corrido hasta el fin del mundo,Banda,N
Para darte mi mano,Banda,N
Pero he ahí lo malo,Banda,N
No fui correspondido,Banda,N
Te perdiste de un enorme corazón,Banda,N
Que se encuentra en estos tiempos en peligro de extinción,Banda,N
De esos que dan serenata pero con su propia voz,Banda,P
Te perdiste de un 14 de febrero,Banda,N
Que comienza el mes de enero y se renueva el año nuevo,Banda,P
Te perdiste de lo que no encontrarás,Banda,N
En ningún otro lugar,Banda,S
Adictiva,Banda,N
Te perdiste de un enorme corazón,Banda,N
Que se encuentra en estos tiempos en peligro de extinción,Banda,N
De esos que dan serenata pero con su propia voz,Banda,N
Te perdiste de un 14 de febrero,Banda,N
Que comienza el mes de enero y se renueva el año nuevo,Banda,N
Te perdiste de lo que no encontrarás,Banda,N
